@RELATION data

@ATTRIBUTE wmc NUMERIC
@ATTRIBUTE dit NUMERIC
@ATTRIBUTE noc NUMERIC
@ATTRIBUTE cbo NUMERIC
@ATTRIBUTE rfc NUMERIC
@ATTRIBUTE lcom NUMERIC
@ATTRIBUTE ca NUMERIC
@ATTRIBUTE ce NUMERIC
@ATTRIBUTE npm NUMERIC
@ATTRIBUTE lcom3 NUMERIC
@ATTRIBUTE loc NUMERIC
@ATTRIBUTE dam NUMERIC
@ATTRIBUTE moa NUMERIC
@ATTRIBUTE mfa NUMERIC
@ATTRIBUTE cam NUMERIC
@ATTRIBUTE ic NUMERIC
@ATTRIBUTE cbm NUMERIC
@ATTRIBUTE amc NUMERIC
@ATTRIBUTE max_cc NUMERIC
@ATTRIBUTE avg_cc NUMERIC
@ATTRIBUTE contains_bug {FALSE,TRUE}
@ATTRIBUTE author_date_unix_timestamp NUMERIC
@ATTRIBUTE project_no NUMERIC
@ATTRIBUTE commit_type NUMERIC

@DATA
10,1,0,3,15,3,3,0,10,0.666667,108,1,0,0,0.466667,0,0,9.4,2,1,FALSE,1e+09,8,0
4,1,0,2,9,0,0,0,2,0.25,91,0,1,0,0.5,0,0,20.75,5,2,FALSE,1e+09,8,0
4,2,0,3,20,6,3,0,4,1.33333,146,0,0,0.882353,0.75,0,0,34.5,3,1.25,FALSE,1e+09,8,0
2,1,0,3,2,1,2,0,2,2,2,0,0,0,0.75,0,0,0,1,1,FALSE,1e+09,8,0
14,1,0,3,15,91,1,0,14,1.07692,135,0,0,0,0.153061,0,0,0.214286,1,0.9286,FALSE,1e+09,8,0
4,1,0,5,15,0,1,0,4,0.5,102,1,2,0,0.4375,0,0,24,6,2,FALSE,1e+09,8,0
38,1,0,26,113,637,21,0,36,0.848649,2141,0.2,0,0,0.135135,0,0,55.2105,19,3.8158,FALSE,1e+09,8,0
39,3,1,10,194,575,2,0,3,0.883224,3271,1,3,0.393443,0.19195,2,5,82.4615,16,2.6154,TRUE,1e+09,8,3
5,1,0,5,21,10,1,0,4,2,129,0,0,0,0.52,0,0,24.8,1,0.8,FALSE,1e+09,8,0
8,5,0,2,16,0,0,0,8,0.571429,103,1,0,0.906667,0.6875,2,2,11.5,1,0.875,FALSE,1e+09,8,0
36,2,0,12,81,142,4,0,31,0.81203,675,0.736842,5,0.276596,0.182099,1,2,17.2222,3,1.0833,FALSE,1e+09,8,0
1,1,0,0,2,0,0,0,1,2,14,0,0,0,1,0,0,3,0,0,FALSE,1e+09,8,0
10,2,0,0,43,33,0,0,8,0.666667,289,1,0,0.466667,0.48,1,1,27.8,6,2,FALSE,1e+09,8,0
15,1,0,51,29,0,50,0,12,0.62987,401,0.545455,2,0,0.233333,0,0,25,7,1.4667,FALSE,1e+09,8,0
19,1,0,2,34,0,2,0,19,0,115,1,1,0,0.263158,0,0,5,1,0.8947,FALSE,1e+09,8,0
3,3,0,3,10,0,3,0,2,0,59,1,0,0.974026,0.466667,1,1,18.3333,1,0.6667,FALSE,1e+09,8,0
14,3,0,2,28,0,1,0,11,0.788462,257,1,1,0.657143,0.292308,2,5,17.0714,1,0.8571,FALSE,1e+09,8,0
2,4,0,4,6,1,1,0,2,2,25,0,0,0.97561,0.666667,1,1,11.5,1,0.5,FALSE,1e+09,8,0
0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,FALSE,1e+09,8,0
6,1,0,1,11,1,1,0,5,1.07059,308,0.235294,0,0,0.444444,0,0,47.5,28,7,FALSE,1e+09,8,0
2,1,0,4,2,1,3,0,2,2,2,0,0,0,0.75,0,0,0,1,1,FALSE,1e+09,8,0
33,2,0,5,44,418,0,0,29,0.888393,434,1,0,0.219512,0.69697,0,0,11.7273,28,1.9697,FALSE,1e+09,8,0
119,1,0,8,121,6959,1,0,118,0.978814,398,1,2,0,0.086241,0,0,2.27731,1,0.9748,FALSE,1e+09,8,0
1,2,0,4,5,0,0,0,1,2,19,1,0,1,1,0,0,15,0,0,FALSE,1e+09,8,0
58,1,0,20,133,0,15,0,56,0.04386,1008,1,2,0,0.25614,0,0,16.3448,4,2.1034,FALSE,1e+09,8,0
2,2,0,19,44,1,3,0,1,2,410,0,0,0.933333,0.75,2,2,204,1,0.5,FALSE,1e+09,8,0
7,1,0,4,20,9,3,0,6,0.333333,93,1,0,0,0.428571,0,0,12,1,0.8571,FALSE,1e+09,8,0
11,2,0,9,13,7,9,0,10,0.814286,105,0.857143,0,0.871429,0.416667,0,0,7.90909,2,1.3636,FALSE,1e+09,8,0
4,1,0,3,10,4,0,0,3,1,43,0.5,0,0,0.533333,0,0,9.25,1,0.5,FALSE,1e+09,8,0
6,2,0,6,19,1,0,0,5,0.8,87,1,0,0.911111,0.7,0,0,13.3333,1,0.6667,FALSE,1e+09,8,0
18,1,1,4,19,135,1,0,18,0.862745,57,1,0,0,0.375,0,0,2,1,0.9444,FALSE,1e+09,8,0
19,1,0,22,41,63,20,0,17,0.5,378,0.666667,1,0,0.357895,0,0,18.7368,5,1.9474,FALSE,1e+09,8,0
4,1,0,2,7,0,1,0,4,0.75,33,0.5,4,0,1,0,0,6.25,1,0.75,FALSE,1e+09,8,0
14,1,0,8,19,33,8,0,13,0.782051,149,1,1,0,0.357143,0,0,9.21429,4,1.1429,FALSE,1e+09,8,0
3,2,3,0,4,3,0,0,3,2,6,0,0,0.666667,0.666667,0,0,1,1,0.6667,FALSE,1e+09,8,0
14,2,6,0,51,61,0,0,2,1.02098,574,1,0,0.5,0.373626,1,1,39.2143,4,1.2143,TRUE,1e+09,8,3
10,2,0,10,31,33,5,0,5,0.666667,174,1,1,0.428571,0.344444,0,0,15.9,3,1.6,FALSE,1e+09,8,0
4,1,0,2,5,0,0,0,4,0.333333,18,1,1,0,0.5,0,0,3.25,1,0.75,FALSE,1e+09,8,0
3,1,0,1,11,0,1,0,3,0.166667,67,1,0,0,0.666667,0,0,20.3333,3,1.6667,FALSE,1e+09,8,0
11,1,0,2,30,5,1,0,9,0.6,581,0,1,0,0.272727,0,0,51.3636,6,1.5455,FALSE,1e+09,8,0
21,1,0,1,22,210,0,0,21,1.05,47,0,0,0,0.306122,0,0,0.142857,1,0.9524,FALSE,1e+09,8,0
6,1,0,11,7,15,10,0,5,1.16,79,0,1,0,0.6,0,0,11.3333,1,0.8333,FALSE,1e+09,8,0
1,1,0,0,2,0,0,0,1,2,5,0,0,0,1,0,0,3,0,0,FALSE,1e+09,8,0
8,1,0,2,13,8,1,0,8,0.571429,296,1,1,0,0.5625,0,0,35.625,5,3,FALSE,1e+09,8,0
81,1,0,29,110,3002,21,0,80,0.976705,879,1,2,0,0.169473,0,0,9.30864,3,1.1481,FALSE,1e+09,8,0
5,2,0,8,60,8,1,0,4,1.125,555,1,1,0.869565,0.5,0,0,109.6,2,0.8,FALSE,1e+09,8,0
31,4,0,14,176,311,2,0,2,0.968056,4485,1,1,0.677778,0.252778,4,8,142.903,32,3.9032,TRUE,1e+09,8,3
5,1,0,1,6,10,0,0,5,1.25,10,0,0,0,0.4,0,0,0.6,1,0.8,FALSE,1e+09,8,0
25,1,0,2,56,268,2,0,25,0.847222,307,1,0,0,0.262857,0,0,11.16,8,1.32,FALSE,1e+09,8,0
3,1,0,3,7,1,1,0,2,0.5,25,1,0,0,0.5,0,0,7,1,0.3333,FALSE,1e+09,8,0
26,1,0,16,89,91,7,0,24,0.772,918,1,1,0,0.246667,0,0,33.9231,5,1.1538,FALSE,1e+09,8,0
14,1,0,1,15,91,1,0,14,2,17,0,0,0,0.4,0,0,0.214286,1,0.9286,FALSE,1e+09,8,0
3,1,0,5,13,0,1,0,3,0,81,0,1,0,0.555556,0,0,25.6667,7,2.6667,FALSE,1e+09,8,0
1,1,0,0,2,0,0,0,1,2,7,0,0,0,1,0,0,3,0,0,FALSE,1e+09,8,0
10,1,0,6,20,1,2,0,9,0.759259,157,1,3,0,0.361111,0,0,14.1,1,0.8,FALSE,1e+09,8,0
2,1,0,2,5,1,0,0,2,2,11,0,0,0,0.75,0,0,4.5,1,0.5,FALSE,1e+09,8,0
28,2,0,25,88,230,8,0,26,0.864198,674,1,1,0.726316,0.246914,1,4,22.75,10,1.5,FALSE,1e+09,8,0
2,1,0,9,2,1,9,0,2,2,2,0,0,0,0.75,0,0,0,1,1,FALSE,1e+09,8,0
17,1,0,11,39,86,1,0,3,0.757813,594,1,3,0,0.3125,0,0,33.4706,14,3.6471,TRUE,1e+09,8,3
4,5,0,2,14,6,0,0,3,1.33333,47,1,0,0.970588,0.583333,1,1,10.5,1,0.75,FALSE,1e+09,8,0
3,3,0,4,7,3,1,0,3,1.5,17,1,0,0.933333,0.555556,1,1,4.33333,1,0.6667,FALSE,1e+09,8,0
5,2,0,4,10,4,3,0,5,0.583333,56,1,1,0.333333,0.4,0,0,9.6,1,0.8,FALSE,1e+09,8,0
6,1,0,4,18,7,1,0,3,0.833333,104,1,1,0,0.5,0,0,15.3333,4,1.6667,FALSE,1e+09,8,0
13,3,0,3,30,0,0,0,13,0.291667,206,1,1,0.45,0.252747,1,1,14.6923,1,0.8462,FALSE,1e+09,8,0
12,1,0,2,25,0,1,0,0,0.436364,212,1,0,0,0.395833,0,0,16.25,3,1.3333,FALSE,1e+09,8,0
8,2,0,3,26,0,1,0,6,0.619048,221,1,1,0.837838,0.5,0,0,26.25,3,1.375,FALSE,1e+09,8,0
7,1,0,11,38,0,0,0,2,0.666667,351,1,1,0,0.366667,0,0,48.7143,3,1.1429,FALSE,1e+09,8,0
2,1,0,1,17,1,0,0,2,2,160,0,0,0,0.6,0,0,79,1,0.5,FALSE,1e+09,8,0
2,1,0,1,10,1,0,0,2,2,54,1,0,0,0.6,0,0,25.5,1,0.5,FALSE,1e+09,8,0
42,1,0,53,104,0,49,0,39,0.765083,1169,0.789474,3,0,0.148559,1,2,26.381,13,2.5952,FALSE,1e+09,8,0
6,3,0,1,22,15,1,0,4,1.12,184,0,0,0.85,0.5,1,1,28.8333,14,2.8333,FALSE,1e+09,8,0
0,1,0,8,0,0,8,0,0,2,57,0,0,0,0,0,0,0,0,0,FALSE,1e+09,8,0
5,3,0,3,13,8,1,0,5,0.75,101,1,0,0.906977,0.45,1,2,19,10,2.8,FALSE,1e+09,8,0
5,3,0,0,7,2,0,0,5,0.625,33,1,0,0.5,0.5,0,0,5.2,1,0.6,FALSE,1e+09,8,0
4,4,0,5,31,0,0,0,4,0,125,1,0,0.95,0.625,2,2,30,1,0.75,FALSE,1e+09,8,0
12,3,0,4,119,40,4,0,3,0.833333,1190,0.666667,0,0.705882,0.246753,2,4,97.6667,1,0.8333,TRUE,1e+09,8,3
9,3,1,5,50,26,2,0,1,0.75,375,1,1,0.774194,0.4,2,7,40.3333,16,2.6667,FALSE,1e+09,8,0
17,1,0,0,17,136,0,0,17,1.0625,58,0,0,0,0.470588,0,0,0,1,1,FALSE,1e+09,8,0
23,2,0,5,31,175,0,0,21,0.827273,189,1,0,0.290323,0.695652,0,0,6.78261,5,1.1304,FALSE,1e+09,8,0
6,2,0,9,33,0,0,0,5,0.8,212,1,1,0.911111,0.7,0,0,33.6667,3,1.6667,FALSE,1e+09,8,0
3,2,0,4,8,1,1,0,3,2,21,0,0,0.846154,0.666667,1,2,6,1,0.6667,FALSE,1e+09,8,0
32,2,0,11,85,296,3,0,28,0.666667,865,1,0,0.691489,0.193548,1,15,25.8438,12,1.75,FALSE,1e+09,8,0
5,1,0,2,11,0,1,0,5,0,43,1,1,0,0.466667,0,0,7.4,3,1.2,FALSE,1e+09,8,0
3,1,0,3,15,1,1,0,2,0.833333,64,1,0,0,0.5,0,0,19.3333,1,0.3333,FALSE,1e+09,8,0
8,1,0,1,13,4,1,0,7,0.571429,2144,1,0,0,0.5,0,0,266.75,1,0.75,FALSE,1e+09,8,0
68,1,0,4,69,2278,1,0,68,2,170,0,0,0,0.136029,0,0,1.5,1,0.9853,FALSE,1e+09,8,0
55,1,0,1,56,1485,1,0,54,1.01852,329,0,0,0,0.5,0,0,3.90909,1,0.9818,FALSE,1e+09,8,0
37,2,0,39,175,660,2,0,30,0.944444,1350,1,0,0.539474,0.433333,0,0,35.4054,4,1.1081,FALSE,1e+09,8,0
5,2,0,8,16,2,1,0,4,1.04167,88,0.166667,1,0.625,0.625,0,0,15.4,1,0.6,FALSE,1e+09,8,0
7,1,0,0,8,21,0,0,7,1.16667,20,0,0,0,0.428571,0,0,1.57143,1,0.8571,FALSE,1e+09,8,0
38,1,0,5,54,227,1,0,7,0.776216,3880,0.16,1,0,0.405405,0,0,100.447,95,7.8947,FALSE,1e+09,8,0
10,1,0,1,11,45,0,0,10,1.11111,19,0,0,0,0.3,0,0,0.3,1,0.9,FALSE,1e+09,8,0
3,1,0,2,5,1,1,0,2,0.5,16,0,1,0,0.555556,0,0,4,1,0.6667,FALSE,1e+09,8,0
12,1,0,4,12,66,3,0,12,2,12,0,0,0,0.416667,0,0,0,1,1,FALSE,1e+09,8,0
3,1,1,6,6,3,1,0,2,2,16,0,0,0,0.666667,0,0,4.33333,1,0.6667,FALSE,1e+09,8,0
9,1,0,8,29,10,4,0,2,0.569444,433,0.888889,4,0,0.303571,0,0,46.1111,2,0.8889,TRUE,1e+09,8,3
8,4,0,6,27,24,0,0,7,0.857143,90,0.5,0,0.907692,0.285714,2,5,10,3,1,FALSE,1e+09,8,0
4,2,0,3,11,0,2,0,4,0,60,1,0,0.8,0.625,0,0,13.75,2,1,FALSE,1e+09,8,0
3,1,0,3,11,1,1,0,2,0.5,342,1,0,0,0.5,0,0,112.667,2,0.6667,FALSE,1e+09,8,0
6,1,0,6,17,9,6,0,5,0.6,150,1,0,0,0.2,0,0,23.5,1,0.6667,FALSE,1e+09,8,0
15,3,0,6,35,19,1,0,14,0.514286,209,1,3,0.409091,0.186667,1,1,12.6,3,1,FALSE,1e+09,8,0
8,2,0,0,47,0,0,0,5,0.371429,384,1,0,0.727273,0.458333,1,3,46.375,4,1.625,FALSE,1e+09,8,0
1,1,0,2,1,0,2,0,0,2,298,0,0,0,0,0,0,240,0,0,FALSE,1e+09,8,0
11,1,0,14,16,0,13,0,11,0.6,144,1,0,0,0.727273,0,0,11.7273,4,1.0909,FALSE,1e+09,8,0
5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.4,0,0,0,1,1,FALSE,1e+09,8,0
15,1,0,0,24,61,0,0,15,0.818182,257,0.909091,0,0,0.35,0,0,15.4,3,0.9333,FALSE,1e+09,8,0
7,4,0,0,8,0,0,0,7,0.5,76,1,1,0.857143,0.535714,0,0,9.42857,2,0.5714,FALSE,1e+09,8,0
4,3,0,2,8,2,2,0,4,0.666667,33,1,1,0.921053,0.5,0,0,6.75,1,0.75,FALSE,1e+09,8,0
1,1,0,0,2,0,0,0,1,2,41,0,0,0,1,0,0,3,0,0,FALSE,1e+09,8,0
13,1,0,6,15,64,6,0,12,0.869048,390,1,0,0,0.333333,0,0,28.4615,1,0.8462,FALSE,1e+09,8,0
9,3,0,2,16,0,1,0,6,0.125,56,1,1,0.714286,0.333333,2,4,5.11111,1,0.8889,FALSE,1e+09,8,0
7,1,0,11,35,17,3,0,2,1.05556,484,0.166667,1,0,0.333333,0,0,66.4286,34,10,FALSE,1e+09,8,0
1,1,0,16,1,0,15,0,1,2,1,0,0,0,1,0,0,0,1,1,FALSE,1e+09,8,0
26,1,0,14,76,139,2,0,12,0.765926,2884,0.925926,6,0,0.145604,0,0,108.885,39,2.4231,FALSE,1e+09,8,0
10,3,0,10,56,25,0,0,3,0.777778,514,1,1,0.857143,0.333333,1,3,49.9,19,3.5,FALSE,1e+09,8,0
5,1,0,0,6,2,0,0,5,0.75,36,1,0,0,0.4,0,0,5.4,1,0.8,FALSE,1e+09,8,0
7,1,0,0,16,0,0,0,7,0,63,1,0,0,0.571429,0,0,7.85714,2,1.2857,FALSE,1e+09,8,0
3,3,0,4,24,3,1,0,3,2,161,0,0,0.95122,0.666667,1,2,52.6667,1,0.6667,FALSE,1e+09,8,0
7,3,1,0,11,19,0,0,6,0.833333,34,1,1,0.869565,0.428571,0,0,3.71429,1,0.8571,FALSE,1e+09,8,0
21,1,0,7,71,122,3,0,14,0.853846,1068,1,2,0,0.166667,0,0,49.2381,14,3.7143,FALSE,1e+09,8,0
3,1,0,2,3,3,1,0,3,2,3,0,0,0,0.5,0,0,0,1,1,FALSE,1e+09,8,0
32,1,2,0,63,0,0,0,32,0,185,1,1,0,0.335938,0,0,4.75,2,1,FALSE,1e+09,8,0
25,2,0,11,55,6,6,0,22,0.510417,786,1,0,0.488889,0.256944,1,1,30.28,6,1.72,FALSE,1e+09,8,0
20,1,0,0,53,48,0,0,18,0.602339,1126,1,0,0,0.31,0,0,54.85,6,1.65,FALSE,1e+09,8,0
13,1,1,13,32,60,13,0,10,0.979167,210,0,1,0,0.208333,0,0,14.2308,5,1.3077,FALSE,1e+09,8,0
5,3,1,0,8,4,0,0,5,0.5,31,1,0,0.944444,0.6,0,0,5,1,0.2,FALSE,1e+09,8,0
33,1,3,14,77,488,3,0,17,0.927083,702,1,0,0,0.196023,0,0,19.9091,25,2.8182,FALSE,1e+09,8,0
44,4,6,11,102,844,8,0,36,0.927497,1083,0.882353,0,0.575758,0.25969,1,1,23.2273,16,1.9318,FALSE,1e+09,8,0
3,1,0,6,9,0,4,0,3,0.1875,101,0,2,0,1,0,0,30,1,0.6667,FALSE,1e+09,8,0
32,3,0,2,45,426,1,0,28,0.290323,265,1,1,0.655172,0.167155,2,12,7.1875,2,1.125,FALSE,1e+09,8,0
4,2,0,9,18,0,2,0,4,0,507,1,0,0.666667,0.5,1,1,125.25,3,0.75,FALSE,1e+09,8,0
14,2,0,9,57,0,0,0,13,0.769231,511,1,1,0.773585,0.846154,0,0,35,2,1.5,FALSE,1e+09,8,0
14,1,0,3,29,13,0,0,11,0.759615,453,1,2,0,0.365385,0,0,30.7857,6,2.3571,FALSE,1e+09,8,0
2,1,0,4,14,1,2,0,2,2,87,0,0,0,0.6,0,0,42.5,4,2,FALSE,1e+09,8,0
8,4,0,3,17,28,3,0,8,1.14286,102,1,0,0.901639,0.5,0,0,11.625,6,1.375,FALSE,1e+09,8,0
2,1,0,1,14,1,0,0,2,2,104,0,0,0,0.6,0,0,51,1,0.5,FALSE,1e+09,8,0
6,1,0,14,29,0,11,0,2,0.828571,309,1,2,0,0.333333,0,0,49.3333,5,1.6667,FALSE,1e+09,8,0
4,1,0,3,20,0,3,0,4,0.666667,78,0.5,0,0,0.583333,0,0,18,3,1,FALSE,1e+09,8,0
21,1,0,1,55,68,1,0,19,0.622222,1188,1,0,0,0.253968,0,0,55.1429,6,1.8095,FALSE,1e+09,8,0
8,1,0,0,20,6,0,0,7,0.5,564,0.5,0,0,0.785714,0,0,69.25,3,1.25,FALSE,1e+09,8,0
11,2,0,2,15,37,1,0,11,1.1,230,0,0,0.545455,0.333333,1,9,19.8182,3,0.9091,FALSE,1e+09,8,0
1,1,0,17,1,0,15,0,1,2,1,0,0,0,1,0,0,0,1,1,FALSE,1e+09,8,0
2,2,0,5,11,1,1,0,2,2,44,0,0,0.916667,0.666667,0,0,21,1,0.5,FALSE,1e+09,8,0
53,1,0,14,121,884,7,0,41,0.894918,1074,0.821429,5,0,0.109467,0,0,18.7358,11,1.7547,FALSE,1e+09,8,0
10,1,0,7,10,45,6,0,10,2,10,0,0,0,0.35,0,0,0,1,1,FALSE,1e+09,8,0
20,1,0,11,61,154,5,0,16,0.804511,695,0.142857,2,0,0.270677,0,0,33.4,22,3.75,FALSE,1e+09,8,0
5,4,0,1,24,2,1,0,5,0.75,133,1,0,0.953488,0.4,3,5,24.6,3,1.2,FALSE,1e+09,8,0
40,2,0,11,111,380,0,0,35,0.845039,1771,1,0,0.24,0.352564,1,5,42.7,4,1.1,FALSE,1e+09,8,0
8,2,0,9,11,16,6,0,7,0.714286,56,1,4,0.642857,0.357143,0,0,5.5,2,0.75,FALSE,1e+09,8,0
11,1,0,2,19,37,0,0,9,0.7,205,0.75,0,0,0.375,0,0,16.9091,4,1.0909,FALSE,1e+09,8,0
4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.625,0,0,0,1,1,FALSE,1e+09,8,0
5,1,0,3,10,10,3,0,4,1.25,51,1,0,0,0.314286,0,0,9,1,0.8,FALSE,1e+09,8,0
3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.466667,0,0,0,1,1,FALSE,1e+09,8,0
8,2,0,0,37,0,0,0,7,1.07143,273,1,0,0.538462,0.904762,0,0,31.625,2,1,FALSE,1e+09,8,0
25,1,11,19,41,272,17,0,25,0.986979,206,0.5625,2,0,0.133333,0,0,6.6,3,1.04,FALSE,1e+09,8,0
8,2,0,3,15,0,2,0,8,0.571429,125,1,0,0.631579,0.6875,0,0,14.25,6,1.5,FALSE,1e+09,8,0
15,2,0,15,55,71,1,0,12,0.887755,630,1,1,0.606061,0.232143,0,0,40.5333,1,0.8667,FALSE,1e+09,8,0
3,1,0,7,3,3,7,0,3,2,3,0,0,0,0.555556,0,0,0,1,1,FALSE,1e+09,8,0
11,1,0,9,20,29,8,0,10,0.72,166,1,1,0,0.4,0,0,13.6364,4,1.1818,FALSE,1e+09,8,0
6,1,0,1,27,15,0,0,4,1.2,223,1,0,0,0.3,0,0,36,12,3.8333,FALSE,1e+09,8,0
21,3,3,7,44,2,3,0,12,0.545,317,0.8,0,0.649123,0.309524,1,3,13.619,4,1.5238,FALSE,1e+09,8,0
8,1,9,0,18,28,0,0,7,1.14286,55,0,0,0,0.55,0,0,5.625,4,1.25,FALSE,1e+09,8,0
36,1,0,11,94,464,3,0,31,0.561905,970,1,1,0,0.310204,0,0,25.7778,1,0.9167,FALSE,1e+09,8,0
2,1,0,2,11,1,0,0,2,2,203,0,0,0,0.75,0,0,100.5,2,1,FALSE,1e+09,8,0
3,1,0,6,6,3,1,0,2,2,16,0,0,0,0.666667,0,0,4.33333,1,0.6667,FALSE,1e+09,8,0
10,2,0,0,20,0,0,0,10,0.444444,68,1,2,0.5,0.242857,0,0,5.6,2,1,FALSE,1e+09,8,0
37,1,1,8,68,0,7,0,36,0.912835,1201,0.517241,0,0,0.190972,0,0,30.6757,11,3,TRUE,1e+09,8,3
2,1,0,1,42,1,0,0,2,2,361,0,0,0,0.6,0,0,179.5,1,0.5,FALSE,1e+09,8,0
4,1,0,6,18,0,1,0,4,0.5,168,1,2,0,0.4375,0,0,40.5,11,3.25,FALSE,1e+09,8,0
9,1,0,1,15,36,1,0,2,2,493,0,0,0,0.5,0,0,53.7778,1,0.8889,FALSE,1e+09,8,0
39,2,1,26,118,433,1,0,34,0.868421,1231,1,4,0.446154,0.137652,1,5,30.2821,14,2.7436,FALSE,1e+09,8,0
3,1,0,5,25,0,0,0,2,1.1,172,1,1,0,0.75,0,0,54.6667,7,2.3333,FALSE,1e+09,8,0
3,2,0,7,22,0,1,0,3,0.5,128,1,0,0.846154,0.777778,0,0,41,1,0.6667,FALSE,1e+09,8,0
80,2,0,28,231,2670,8,0,74,0.931171,2501,1,4,0.469388,0.108499,1,2,29.8625,5,1.325,TRUE,1e+09,8,3
14,1,0,29,14,91,26,0,14,2,14,0,0,0,0.214286,0,0,0,1,1,FALSE,1e+09,8,0
2,1,0,5,6,1,1,0,2,2,16,0,0,0,0.5,0,0,7,1,0.5,FALSE,1e+09,8,0
34,2,0,11,94,439,3,0,28,0.737374,696,1,1,0.684211,0.170996,1,15,19.3824,6,1.3529,FALSE,1e+09,8,0
3,2,0,2,8,0,1,0,3,0.25,48,1,2,0.333333,0.555556,0,0,14.3333,3,1.3333,FALSE,1e+09,8,0
69,1,2,15,164,1874,3,0,65,0.944497,1513,1,2,0,0.120098,0,0,20.4783,7,1.7246,FALSE,1e+09,8,0
3,4,0,109,6,3,109,0,3,2,16,0,0,1,0.777778,0,0,4.33333,0,0,FALSE,1e+09,8,0
11,1,0,3,15,1,1,0,11,0.683333,193,1,1,0,0.327273,0,0,16,3,1.3636,TRUE,1e+09,8,3
4,5,0,2,11,0,0,0,4,0,40,1,0,0.957746,0.625,1,1,8.75,1,0.75,FALSE,1e+09,8,0
9,1,0,8,26,32,7,0,7,0.5,230,1,0,0,0.625,0,0,24.3333,5,1.4444,FALSE,1e+09,8,0
9,3,0,12,66,0,0,0,7,0.7125,461,1,1,0.895522,0.270833,0,0,49.1111,11,2.6667,FALSE,1e+09,8,0
5,1,0,34,5,10,32,0,5,1.25,14,0,0,0,0.7,0,0,0,1,1,FALSE,1e+09,8,0
52,1,0,25,71,0,22,0,50,0.69281,1338,1,2,0,0.164336,0,0,24.5577,11,2.0577,TRUE,1e+09,8,3
18,1,0,21,18,153,19,0,18,1.05882,20,0,0,0,0.518519,0,0,0,1,1,FALSE,1e+09,8,0
10,2,0,0,46,31,0,0,8,0.777778,330,1,0,0.5,0.611111,2,2,31.8,6,1.6,FALSE,1e+09,8,0
6,1,0,16,49,9,4,0,3,0.4,233,1,0,0,0.351852,0,0,37.6667,3,1.1667,TRUE,1e+09,8,3
3,3,0,2,7,0,2,0,3,0,24,1,0,0.909091,0.666667,2,2,6.66667,1,0.6667,FALSE,1e+09,8,0
13,1,0,16,13,78,14,0,13,2,13,0,0,0,0.292308,0,0,0,1,1,FALSE,1e+09,8,0
4,1,0,2,16,4,0,0,2,0.666667,863,1,0,0,0.875,0,0,213.75,10,4,FALSE,1e+09,8,0
12,2,0,4,45,26,1,0,12,0.480519,337,1,1,0.84058,0.266667,1,8,26.5,4,1.3333,FALSE,1e+09,8,0
8,1,0,25,14,22,25,0,7,0.142857,113,1,0,0,0.380952,0,0,13,1,0.75,FALSE,1e+09,8,0
2,2,0,3,10,1,0,0,2,2,38,0,0,0.97619,0.75,1,1,18,1,0.5,FALSE,1e+09,8,0
9,1,0,2,10,36,0,0,9,2,12,0,0,0,0.377778,0,0,0.333333,1,0.8889,FALSE,1e+09,8,0
3,2,0,6,17,1,1,0,3,2,68,0,0,0.846154,0.666667,0,0,21.6667,1,0.6667,FALSE,1e+09,8,0
3,1,3,0,4,3,0,0,3,2,6,0,0,0,0.666667,0,0,1,1,0.6667,FALSE,1e+09,8,0
2,2,1,2,5,1,1,0,2,2,10,0,0,0.97619,1,0,0,4,1,0.5,FALSE,1e+09,8,0
2,2,1,0,4,1,0,0,2,2,10,0,0,0.666667,0.75,0,0,4,1,0.5,FALSE,1e+09,8,0
20,2,0,4,52,114,1,0,19,0.511278,774,1,0,0.55,0.305556,1,4,37.35,4,0.7,FALSE,1e+09,8,0
35,1,0,4,87,573,1,0,31,0.544118,373,0.5,1,0,0.343137,0,0,9.48571,1,0.9143,FALSE,1e+09,8,0
3,1,0,5,8,3,0,0,2,2,26,0,0,0,0.333333,0,0,7.66667,1,0.6667,FALSE,1e+09,8,0
38,1,0,7,85,0,5,0,36,0.067568,540,1,2,0,0.254826,0,0,13.1579,3,1.7632,FALSE,1e+09,8,0
6,5,0,2,18,3,0,0,5,0.8,96,1,0,0.951923,0.555556,1,1,14.6667,1,0.8333,FALSE,1e+09,8,0
7,4,0,4,12,11,4,0,7,0.166667,77,1,0,0.85,0.52381,1,2,9.71429,4,0.8571,FALSE,1e+09,8,0
6,1,0,9,18,9,8,0,4,0.8,1423,0.333333,1,0,0.25,0,0,235.667,15,4.1667,FALSE,1e+09,8,0
2,1,0,5,5,0,4,0,2,0,69,0,5,0,1,0,0,29,1,0.5,FALSE,1e+09,8,0
26,1,0,7,66,0,1,0,23,0.544,923,1,1,0,0.217143,0,0,34.3077,6,2.3077,FALSE,1e+09,8,0
3,1,0,4,4,3,4,0,3,1.4375,23,0,2,0,0.5,0,0,4,2,1,FALSE,1e+09,8,0
24,2,0,17,67,98,9,0,22,0.826087,626,0.736842,5,0.3125,0.208333,1,2,24.2917,3,1,TRUE,1e+09,8,3
